顧客ID,利用日,トレーニング時間,トレーナー利用
606,2022-12-02,1.4,いいえ
963,2022-04-18,1.6,いいえ
748,2022-01-12,1.7,いいえ
190,2022-05-31,0.8,はい
186,2022-02-03,0.5,はい
593,2022-06-23,1.1,いいえ
763,2022-06-28,1.5,いいえ
585,2022-02-18,1.4,いいえ
617,2022-12-25,1.8,はい
804,2022-03-13,1.6,はい
562,2022-01-16,0.7,いいえ
548,2022-01-01,1.1,いいえ
532,2022-08-24,1.8,いいえ
64,2022-08-09,0.6,はい
951,2022-04-15,0.7,はい
791,2022-05-13,1.8,はい
46,2022-03-23,1.8,いいえ
256,2022-07-09,1.7,いいえ
375,2022-11-18,1.9,いいえ
443,2022-09-20,0.6,はい
239,2022-04-16,0.8,いいえ
562,2022-01-08,0.9,はい
925,2022-05-19,0.9,はい
64,2022-01-02,1.8,はい
935,2022-12-30,1.2,はい
472,2022-10-11,1.0,はい
801,2022-08-18,1.7,はい
808,2022-07-19,1.0,いいえ
209,2022-05-03,0.6,いいえ
118,2022-01-04,1.4,はい
930,2022-01-15,0.6,はい
805,2022-03-02,0.6,いいえ
662,2022-12-14,0.8,いいえ
407,2022-02-02,1.4,いいえ
31,2022-07-04,0.8,はい
252,2022-06-16,1.3,はい
288,2022-10-26,2.0,いいえ
153,2022-08-27,1.5,はい
616,2022-10-02,1.0,はい
571,2022-12-14,1.1,はい
892,2022-06-13,0.6,いいえ
628,2022-03-24,1.8,はい
21,2022-02-25,1.5,いいえ
301,2022-04-14,1.0,はい
133,2022-07-29,0.9,いいえ
783,2022-05-21,1.6,はい
172,2022-12-07,0.7,はい
190,2022-05-16,1.8,いいえ
248,2022-12-13,1.2,いいえ
373,2022-01-10,1.8,いいえ
663,2022-07-29,0.5,いいえ
921,2022-05-28,1.9,はい
574,2022-10-27,0.6,いいえ
833,2022-02-19,2.0,いいえ
348,2022-09-16,1.6,いいえ
52,2022-09-03,0.6,はい
14,2022-04-29,0.9,いいえ
184,2022-06-01,0.8,はい
453,2022-06-04,1.4,はい
495,2022-09-24,1.6,いいえ
410,2022-06-21,1.9,はい
256,2022-05-21,0.8,はい
577,2022-09-07,2.0,はい
66,2022-05-03,1.8,はい
921,2022-01-18,1.5,はい
477,2022-11-15,0.8,いいえ
646,2022-12-27,1.3,はい
764,2022-11-11,1.5,いいえ
954,2022-06-06,1.9,いいえ
919,2022-12-27,1.4,いいえ
630,2022-02-28,1.4,いいえ
169,2022-12-25,0.9,はい
918,2022-06-10,1.5,いいえ
857,2022-03-26,0.9,はい
962,2022-02-01,0.8,はい
639,2022-05-19,0.6,はい
960,2022-04-18,1.7,いいえ
308,2022-07-31,1.0,はい
472,2022-06-15,0.7,はい
270,2022-03-21,1.1,いいえ
780,2022-12-07,1.6,はい
41,2022-12-19,0.7,いいえ
268,2022-07-09,1.5,いいえ
228,2022-01-14,0.7,いいえ
77,2022-05-16,0.7,はい
392,2022-03-09,0.8,いいえ
585,2022-12-29,1.7,いいえ
790,2022-05-24,0.5,いいえ
401,2022-08-13,1.2,はい
209,2022-02-22,2.0,はい
17,2022-11-25,1.3,はい
982,2022-06-16,1.9,いいえ
646,2022-12-05,1.8,いいえ
983,2022-03-11,0.8,いいえ
389,2022-01-16,1.7,いいえ
746,2022-03-24,0.8,はい
841,2022-09-20,1.4,いいえ
312,2022-09-30,1.1,いいえ
932,2022-08-22,1.4,はい
685,2022-08-09,1.5,はい
287,2022-09-24,1.9,いいえ
675,2022-05-11,2.0,はい
287,2022-12-28,0.8,はい
89,2022-03-11,1.3,いいえ
771,2022-04-12,1.5,いいえ
30,2022-05-11,1.9,はい
97,2022-12-19,1.7,いいえ
856,2022-01-22,1.4,いいえ
932,2022-09-09,2.0,はい
99,2022-08-19,1.8,いいえ
572,2022-04-21,1.2,いいえ
488,2022-01-31,0.9,いいえ
335,2022-10-30,1.8,はい
21,2022-11-01,0.6,いいえ
153,2022-02-13,1.2,はい
140,2022-09-20,1.8,はい
533,2022-03-03,1.2,はい
491,2022-12-12,0.6,はい
518,2022-12-01,0.8,いいえ
489,2022-05-22,1.6,いいえ
493,2022-07-10,0.6,いいえ
766,2022-11-19,1.3,いいえ
192,2022-01-07,1.5,はい
498,2022-02-05,0.6,はい
134,2022-01-28,1.7,いいえ
784,2022-09-27,1.4,いいえ
161,2022-06-03,1.8,はい
34,2022-01-21,0.8,はい
660,2022-04-03,1.2,いいえ
353,2022-08-01,1.8,いいえ
275,2022-04-25,1.8,はい
983,2022-11-14,1.5,いいえ
853,2022-02-01,1.8,いいえ
59,2022-01-16,1.9,いいえ
392,2022-07-06,1.0,はい
462,2022-02-06,0.6,はい
326,2022-10-09,1.0,はい
65,2022-12-29,0.8,はい
650,2022-04-02,0.9,はい
774,2022-09-05,1.8,いいえ
770,2022-04-05,0.7,いいえ
254,2022-07-28,1.6,はい
704,2022-02-25,1.9,いいえ
939,2022-06-11,1.5,いいえ
502,2022-08-16,1.1,いいえ
706,2022-05-20,0.9,いいえ
715,2022-05-13,1.9,はい
423,2022-04-25,1.2,はい
662,2022-01-16,1.3,はい
219,2022-09-20,1.5,はい
482,2022-03-21,1.4,はい
191,2022-03-13,0.5,いいえ
985,2022-04-01,1.5,はい
99,2022-05-09,0.6,はい
137,2022-03-05,0.5,いいえ
438,2022-09-16,1.0,いいえ
463,2022-07-17,1.2,いいえ
392,2022-03-13,0.6,はい
29,2022-02-05,1.2,いいえ
122,2022-05-21,1.5,いいえ
866,2022-05-12,1.6,はい
928,2022-12-29,1.9,はい
810,2022-01-21,0.8,いいえ
620,2022-04-05,1.5,いいえ
339,2022-07-21,1.1,いいえ
375,2022-03-30,1.7,いいえ
963,2022-10-15,1.3,はい
192,2022-08-03,1.0,はい
89,2022-03-02,0.5,はい
995,2022-10-12,1.1,いいえ
41,2022-02-15,1.8,いいえ
191,2022-10-11,0.7,はい
466,2022-06-17,1.2,はい
420,2022-06-07,1.3,いいえ
560,2022-04-28,1.5,はい
315,2022-11-18,0.6,はい
352,2022-08-07,1.4,はい
413,2022-05-27,1.3,いいえ
971,2022-07-07,0.8,いいえ
623,2022-07-08,1.4,いいえ
225,2022-02-16,1.9,いいえ
227,2022-05-25,0.6,いいえ
195,2022-07-31,1.0,いいえ
819,2022-05-07,1.0,はい
601,2022-02-14,0.7,はい
812,2022-12-25,1.5,いいえ
887,2022-07-01,0.6,はい
797,2022-07-24,0.9,はい
314,2022-11-16,1.4,いいえ
197,2022-06-02,1.2,はい
63,2022-01-31,1.6,いいえ
976,2022-03-10,0.8,いいえ
768,2022-07-25,1.3,いいえ
624,2022-09-06,1.7,はい
773,2022-04-26,1.9,はい
574,2022-10-05,0.9,はい
444,2022-09-26,0.8,はい
337,2022-01-13,1.7,はい
33,2022-10-13,0.7,はい
339,2022-10-22,1.4,いいえ
325,2022-05-26,1.7,はい
311,2022-03-08,1.1,はい
996,2022-05-10,0.9,いいえ
105,2022-03-27,1.2,いいえ
410,2022-12-20,1.7,はい
409,2022-10-31,0.6,いいえ
853,2022-04-27,1.4,いいえ
248,2022-11-16,1.4,いいえ
795,2022-05-20,1.6,はい
392,2022-11-18,2.0,はい
556,2022-04-14,1.6,いいえ
222,2022-12-13,1.6,いいえ
562,2022-09-01,0.8,はい
471,2022-09-05,1.6,いいえ
218,2022-04-18,1.4,はい
676,2022-04-26,0.8,はい
755,2022-07-18,1.4,いいえ
493,2022-08-31,1.6,いいえ
113,2022-09-02,1.0,いいえ
687,2022-07-19,1.7,はい
865,2022-04-28,0.5,はい
478,2022-08-13,1.8,はい
524,2022-07-18,1.7,いいえ
477,2022-09-22,0.9,いいえ
182,2022-10-09,0.7,はい
555,2022-07-22,2.0,いいえ
852,2022-07-22,1.6,はい
243,2022-04-16,1.4,はい
680,2022-11-19,1.6,いいえ
590,2022-07-12,0.8,いいえ
218,2022-12-09,1.3,いいえ
50,2022-09-07,1.8,はい
643,2022-02-02,2.0,いいえ
662,2022-05-24,1.2,はい
362,2022-04-24,0.8,いいえ
68,2022-12-01,1.7,いいえ
642,2022-10-31,0.6,はい
710,2022-04-29,1.5,いいえ
465,2022-06-21,1.1,はい
59,2022-09-29,1.1,はい
688,2022-05-26,1.8,いいえ
740,2022-01-26,0.6,いいえ
229,2022-06-24,1.6,はい
757,2022-03-18,1.5,いいえ
88,2022-12-14,0.6,はい
520,2022-05-26,0.6,いいえ
593,2022-07-29,0.5,いいえ
183,2022-01-29,0.6,はい
951,2022-11-20,1.4,はい
763,2023-01-01,1.9,いいえ
524,2022-03-03,1.6,いいえ
628,2022-08-12,1.4,いいえ
697,2022-11-25,1.7,いいえ
875,2022-08-05,0.8,いいえ
276,2022-03-22,1.9,いいえ
958,2022-12-23,1.9,いいえ
228,2022-03-13,1.1,はい
700,2022-07-07,1.6,いいえ
628,2022-03-15,1.3,はい
137,2022-04-11,1.3,はい
812,2022-09-10,0.8,はい
853,2022-12-07,0.9,いいえ
946,2022-12-16,0.7,いいえ
510,2022-03-04,1.9,いいえ
746,2022-10-27,0.7,はい
805,2022-02-12,1.3,いいえ
83,2022-07-09,0.5,はい
238,2022-02-24,2.0,はい
530,2022-06-09,1.1,いいえ
847,2022-11-24,0.8,はい
35,2022-11-01,0.7,いいえ
521,2022-01-28,0.6,はい
176,2022-03-06,0.7,はい
513,2022-10-12,0.5,いいえ
782,2022-01-15,1.2,いいえ
730,2022-11-13,1.0,はい
938,2022-10-12,0.6,いいえ
368,2022-02-17,0.6,いいえ
486,2022-04-24,1.9,いいえ
834,2022-11-27,1.9,はい
312,2022-10-31,1.2,いいえ
54,2022-09-27,1.5,はい
548,2022-07-06,0.5,はい
102,2022-11-03,0.9,はい
911,2022-11-17,0.7,いいえ
575,2022-11-28,0.8,いいえ
793,2022-11-03,1.2,はい
889,2022-06-29,0.9,はい
241,2022-06-20,0.7,はい
271,2022-11-29,1.5,いいえ
333,2022-04-18,0.9,いいえ
800,2022-07-05,1.3,はい
787,2022-10-15,0.7,はい
923,2022-11-25,0.6,はい
395,2022-11-19,0.9,はい
443,2022-10-27,2.0,いいえ
152,2022-09-03,0.6,はい
126,2022-11-16,1.1,はい
297,2022-08-14,0.5,はい
589,2022-02-22,1.8,はい
250,2022-12-04,1.0,はい
850,2022-08-12,0.6,はい
67,2022-06-26,0.9,はい
659,2022-05-19,0.7,いいえ
20,2022-10-18,1.1,はい
962,2022-02-05,1.1,はい
509,2022-04-02,0.7,はい
881,2022-11-15,0.7,はい
879,2022-03-12,0.6,はい
455,2022-12-29,0.7,いいえ
451,2022-12-12,0.7,いいえ
996,2022-08-24,0.6,いいえ
454,2022-10-08,1.3,いいえ
670,2022-11-16,1.8,いいえ
966,2022-02-18,1.0,はい
337,2022-05-14,1.0,いいえ
50,2022-10-24,0.6,はい
196,2022-07-05,1.0,いいえ
84,2022-03-30,1.3,はい
300,2022-05-30,2.0,いいえ
354,2022-06-10,0.8,はい
302,2022-04-28,1.1,いいえ
929,2022-12-12,1.0,はい
597,2022-10-30,0.8,いいえ
168,2022-09-02,1.7,はい
437,2022-09-10,1.8,いいえ
259,2022-02-05,1.4,はい
773,2022-06-21,1.2,いいえ
574,2022-04-30,1.0,はい
511,2022-11-04,1.9,いいえ
240,2022-05-06,1.7,はい
4,2022-02-10,1.8,いいえ
830,2022-09-01,0.8,はい
840,2022-02-11,1.4,はい
297,2022-02-12,1.7,いいえ
582,2022-06-20,0.8,はい
273,2022-06-23,1.8,はい
723,2022-11-14,1.3,はい
665,2022-04-02,1.6,いいえ
670,2022-06-16,0.9,いいえ
807,2022-06-19,0.6,いいえ
886,2022-10-15,0.6,はい
346,2022-09-08,0.9,いいえ
817,2022-01-14,0.9,はい
23,2022-12-23,1.3,いいえ
33,2022-07-06,1.9,はい
252,2022-01-03,1.6,はい
948,2022-01-22,0.9,はい
211,2022-04-17,0.9,はい
624,2022-05-23,1.4,はい
76,2022-03-03,0.8,はい
192,2022-12-21,1.5,いいえ
568,2022-04-09,1.7,いいえ
233,2022-02-20,1.0,いいえ
697,2022-12-17,0.6,いいえ
420,2022-04-12,1.0,はい
545,2022-09-09,0.8,はい
571,2022-07-21,1.1,はい
295,2022-10-27,1.9,いいえ
737,2022-10-21,1.1,はい
43,2022-08-03,0.9,はい
905,2022-08-20,1.8,はい
563,2022-03-23,1.8,いいえ
82,2022-05-24,2.0,はい
35,2022-10-16,2.0,はい
998,2022-12-13,0.5,いいえ
905,2022-06-30,0.7,はい
454,2022-10-20,0.8,はい
173,2022-01-10,1.8,はい
104,2022-12-20,1.3,はい
984,2022-11-30,1.4,はい
636,2022-08-04,0.8,はい
734,2022-01-30,1.7,いいえ
282,2022-05-01,1.4,いいえ
909,2022-01-24,0.7,いいえ
973,2022-06-27,1.1,はい
940,2022-08-09,0.9,いいえ
538,2022-04-26,1.2,はい
604,2022-12-25,1.9,はい
365,2022-06-20,2.0,はい
74,2022-05-30,1.8,いいえ
498,2022-11-16,1.3,いいえ
174,2022-04-03,1.9,はい
152,2022-05-12,1.1,はい
363,2022-05-23,0.6,いいえ
499,2022-08-05,1.4,いいえ
585,2022-01-14,1.1,いいえ
554,2022-05-29,0.9,いいえ
971,2022-06-03,0.9,はい
743,2022-06-22,1.9,いいえ
857,2022-09-20,1.6,いいえ
273,2022-08-11,1.5,いいえ
261,2022-07-29,1.3,はい
903,2022-06-22,1.6,いいえ
931,2022-10-27,1.5,はい
640,2022-07-14,0.6,いいえ
237,2022-01-16,1.3,はい
821,2022-06-13,0.6,はい
791,2022-04-05,1.5,いいえ
151,2022-12-27,1.5,はい
834,2022-12-23,0.5,いいえ
912,2022-10-28,1.2,いいえ
651,2022-09-11,1.9,はい
968,2022-11-13,1.5,いいえ
162,2022-07-23,1.4,いいえ
481,2022-08-20,1.7,いいえ
523,2022-12-21,1.7,はい
607,2022-07-01,0.7,いいえ
446,2022-03-29,1.0,いいえ
413,2023-01-01,1.4,いいえ
877,2022-02-24,1.2,はい
955,2022-07-12,0.9,いいえ
870,2022-04-22,0.7,いいえ
606,2022-12-28,1.3,はい
70,2022-01-22,1.7,はい
615,2022-11-01,0.8,いいえ
89,2022-08-26,1.6,いいえ
37,2022-01-19,1.5,はい
363,2022-08-27,0.6,いいえ
207,2022-02-02,1.5,いいえ
207,2022-08-08,0.7,いいえ
463,2022-03-02,0.8,はい
354,2022-04-24,1.3,はい
180,2022-10-27,1.0,はい
458,2022-01-22,0.7,いいえ
385,2022-02-21,1.3,いいえ
172,2022-09-04,1.9,いいえ
577,2022-09-30,1.7,いいえ
672,2022-01-18,1.1,いいえ
32,2022-08-20,1.8,いいえ
997,2022-11-23,1.3,いいえ
718,2022-08-29,0.9,いいえ
312,2022-06-11,0.7,いいえ
126,2022-12-07,1.2,はい
844,2022-09-19,0.7,はい
436,2022-05-28,1.6,いいえ
88,2022-10-15,1.1,いいえ
231,2022-09-24,1.1,いいえ
768,2022-10-02,1.5,いいえ
301,2022-03-03,0.8,いいえ
229,2022-07-27,1.1,はい
613,2022-08-19,1.7,いいえ
876,2022-04-24,1.1,いいえ
765,2022-07-18,0.7,はい
221,2022-04-18,1.3,いいえ
515,2022-12-23,1.6,いいえ
729,2022-07-02,2.0,いいえ
935,2022-01-02,1.6,いいえ
189,2022-11-21,1.7,はい
501,2022-07-20,1.6,いいえ
46,2022-06-30,1.4,いいえ
90,2022-12-02,1.4,はい
45,2022-02-19,0.8,いいえ
96,2022-07-14,0.9,はい
677,2022-10-16,1.8,いいえ
99,2022-09-04,0.9,はい
585,2022-05-09,0.9,はい
942,2022-06-19,1.7,はい
791,2022-02-25,0.7,はい
850,2022-08-27,1.9,いいえ
728,2022-11-25,1.4,はい
601,2022-12-06,1.8,いいえ
702,2022-08-17,1.3,いいえ
610,2022-10-26,0.5,いいえ
866,2022-11-01,1.0,いいえ
123,2022-04-15,1.0,いいえ
300,2022-01-07,1.6,はい
150,2022-04-27,0.8,はい
484,2022-01-23,1.7,はい
543,2022-10-05,0.9,いいえ
281,2022-12-03,1.8,いいえ
419,2022-01-18,1.3,いいえ
410,2022-10-08,1.3,いいえ
987,2022-09-24,1.8,はい
162,2022-05-15,1.4,いいえ
808,2022-04-11,0.8,いいえ
490,2022-07-17,1.6,はい
781,2022-08-11,0.6,いいえ
292,2022-07-29,0.6,いいえ
718,2022-07-15,0.7,はい
256,2022-12-05,1.5,いいえ
814,2022-12-22,1.6,はい
777,2022-12-10,1.1,はい
438,2022-06-08,0.7,いいえ
998,2022-09-02,1.2,いいえ
1,2022-10-17,0.6,はい
786,2022-05-01,1.9,いいえ
20,2022-09-27,1.1,はい
508,2022-12-14,1.9,はい
543,2022-01-24,1.0,いいえ
535,2022-10-29,0.8,いいえ
89,2022-11-26,1.7,いいえ
438,2022-11-09,1.7,いいえ
681,2022-10-11,0.8,いいえ
642,2022-05-20,0.8,いいえ
662,2022-07-02,0.8,いいえ
570,2022-03-17,1.4,いいえ
881,2022-12-24,0.9,いいえ
898,2022-11-30,1.1,はい
82,2022-02-22,0.9,いいえ
8,2022-09-06,1.8,はい
483,2022-06-15,1.3,はい
601,2022-01-21,1.8,はい
796,2022-01-28,1.6,はい
744,2022-01-26,0.8,いいえ
525,2022-03-31,0.6,はい
609,2022-02-09,1.1,いいえ
804,2022-06-08,2.0,いいえ
743,2022-05-05,1.0,いいえ
729,2022-03-06,1.5,はい
391,2022-07-23,1.9,はい
323,2022-04-18,1.6,はい
744,2022-02-26,1.2,いいえ
589,2022-03-11,1.3,いいえ
874,2022-09-29,1.8,はい
737,2022-08-10,0.7,はい
40,2022-02-04,1.6,いいえ
827,2022-04-15,1.1,はい
388,2022-09-07,1.0,はい
203,2022-06-27,2.0,はい
651,2022-02-17,1.4,いいえ
552,2022-10-22,0.6,いいえ
635,2022-03-11,1.7,はい
33,2022-11-04,1.3,はい
87,2022-03-12,1.6,はい
475,2022-06-26,1.3,はい
96,2022-03-03,0.6,いいえ
795,2022-02-06,1.4,はい
891,2022-07-13,0.7,はい
491,2022-08-03,1.3,はい
858,2022-11-27,0.6,はい
645,2022-03-13,1.5,いいえ
187,2022-12-07,0.9,いいえ
540,2022-03-02,1.7,はい
51,2022-02-28,0.9,はい
401,2022-05-12,1.8,はい
162,2022-03-10,1.9,はい
154,2022-09-13,1.2,いいえ
244,2022-04-03,1.1,いいえ
356,2023-01-01,1.9,いいえ
596,2022-11-30,1.3,いいえ
38,2022-05-29,1.4,はい
319,2022-03-02,1.0,はい
277,2022-07-26,0.7,はい
402,2022-11-15,1.2,いいえ
782,2022-05-14,1.5,はい
310,2022-11-07,1.0,いいえ
266,2022-10-27,0.8,いいえ
919,2022-10-21,0.5,いいえ
743,2022-10-13,0.7,いいえ
624,2022-02-18,1.6,いいえ
10,2022-11-16,1.9,いいえ
290,2022-01-13,1.3,はい
444,2022-09-21,0.8,はい
827,2022-01-14,1.9,いいえ
900,2022-01-15,1.2,いいえ
910,2022-10-17,2.0,いいえ
529,2022-07-22,1.9,はい
898,2022-09-27,1.7,はい
64,2022-05-21,1.3,いいえ
453,2022-09-09,1.9,はい
410,2022-05-21,0.6,はい
26,2022-04-06,1.6,はい
398,2022-11-09,1.8,はい
235,2022-06-12,1.7,いいえ
399,2022-04-13,1.9,いいえ
305,2022-03-03,0.9,はい
351,2022-04-06,1.8,いいえ
379,2022-06-06,1.5,いいえ
51,2022-05-24,0.6,いいえ
990,2022-10-25,0.8,はい
621,2022-01-19,0.9,はい
84,2022-04-17,1.8,いいえ
7,2022-10-28,1.1,いいえ
581,2022-04-17,0.7,はい
298,2022-06-01,0.8,はい
352,2022-08-20,1.0,はい
952,2022-02-20,1.5,はい
960,2022-08-05,1.4,いいえ
585,2022-05-30,1.8,はい
304,2022-02-14,1.7,はい
454,2022-09-25,1.6,いいえ
604,2022-05-08,0.7,はい
351,2022-02-13,0.7,いいえ
586,2022-02-19,1.7,いいえ
580,2022-02-20,1.1,いいえ
875,2022-12-10,0.5,いいえ
586,2022-07-07,0.8,はい
538,2022-09-17,0.6,はい
783,2022-08-18,1.4,いいえ
174,2022-10-09,1.0,いいえ
42,2022-01-15,0.9,はい
751,2022-03-18,1.4,はい
87,2022-05-25,1.9,はい
268,2022-08-08,0.7,いいえ
974,2022-09-04,0.7,はい
6,2022-06-10,0.8,はい
932,2022-10-22,0.9,いいえ
97,2022-10-08,1.1,いいえ
231,2022-10-23,0.8,はい
592,2022-07-15,0.8,いいえ
271,2022-08-19,1.2,はい
557,2022-07-21,0.5,いいえ
415,2022-07-15,1.7,はい
559,2022-03-04,0.6,いいえ
871,2022-04-25,1.4,いいえ
495,2022-06-01,0.6,はい
857,2022-08-26,0.7,いいえ
536,2022-09-22,1.2,いいえ
799,2022-05-19,1.6,いいえ
72,2022-09-05,1.5,はい
652,2022-10-25,1.8,いいえ
673,2022-04-24,1.0,いいえ
688,2022-11-02,1.6,いいえ
32,2022-07-25,1.0,いいえ
192,2022-10-04,1.8,はい
912,2022-12-10,1.4,いいえ
990,2022-07-08,1.1,はい
17,2022-02-25,1.6,はい
41,2022-08-13,1.0,はい
740,2022-12-04,0.7,はい
906,2022-05-25,0.9,いいえ
332,2022-10-29,1.8,いいえ
35,2022-07-28,1.5,はい
369,2022-04-14,1.8,いいえ
245,2022-07-29,1.9,いいえ
986,2022-03-09,1.3,はい
101,2022-12-25,1.1,いいえ
539,2022-01-19,1.8,はい
596,2022-01-17,1.3,いいえ
1000,2022-05-28,1.6,いいえ
922,2022-01-13,2.0,はい
221,2022-04-15,1.5,いいえ
242,2022-12-28,0.5,はい
436,2022-04-01,1.5,いいえ
516,2022-02-23,1.7,いいえ
747,2022-12-13,1.0,はい
381,2022-02-19,1.1,はい
604,2022-01-23,1.5,いいえ
411,2022-08-30,1.6,いいえ
401,2022-01-28,1.9,いいえ
689,2022-06-15,0.9,いいえ
989,2022-08-26,0.6,はい
436,2022-09-07,1.4,いいえ
487,2022-09-27,1.5,いいえ
966,2022-12-31,1.6,はい
326,2022-11-09,1.6,はい
98,2022-02-06,1.5,いいえ
655,2022-01-19,0.9,はい
698,2022-11-06,1.8,いいえ
401,2022-01-27,0.8,はい
618,2022-06-21,1.8,いいえ
693,2022-07-31,1.4,いいえ
400,2022-08-14,0.5,はい
466,2022-10-14,0.9,はい
168,2022-02-07,1.8,いいえ
607,2022-09-09,1.3,いいえ
23,2022-05-28,0.5,はい
766,2022-08-20,0.6,はい
533,2022-07-27,1.8,はい
847,2022-04-06,1.4,はい
872,2022-06-25,1.0,はい
254,2022-07-02,1.6,はい
763,2022-08-18,2.0,はい
946,2022-02-02,1.6,いいえ
365,2022-05-19,1.3,はい
479,2022-03-27,1.8,はい
73,2022-01-31,1.3,はい
849,2023-01-01,1.6,いいえ
489,2022-05-06,0.7,いいえ
819,2022-06-20,1.8,いいえ
366,2022-06-11,1.4,いいえ
500,2022-03-14,0.9,いいえ
552,2022-03-02,0.8,はい
55,2022-01-31,1.9,いいえ
409,2022-03-14,1.8,いいえ
239,2022-07-01,1.5,はい
150,2022-05-22,0.8,はい
813,2022-09-13,1.1,はい
934,2022-09-27,1.6,いいえ
616,2022-08-14,1.8,いいえ
543,2022-01-15,1.0,はい
86,2022-06-05,1.2,はい
320,2022-08-29,0.6,いいえ
871,2022-01-03,1.3,はい
432,2022-01-18,0.8,いいえ
341,2022-03-15,1.6,いいえ
927,2022-03-31,0.7,いいえ
451,2022-04-27,1.8,いいえ
458,2022-02-10,0.9,いいえ
458,2022-07-03,0.8,はい
920,2022-05-25,1.4,はい
357,2022-02-26,1.8,いいえ
910,2022-02-06,1.5,いいえ
367,2022-07-14,0.7,いいえ
487,2022-04-02,1.7,いいえ
886,2023-01-01,1.5,いいえ
87,2022-10-22,0.7,いいえ
932,2022-06-26,1.0,いいえ
413,2022-04-29,1.1,はい
936,2022-08-24,1.4,はい
899,2022-03-29,1.1,いいえ
706,2022-04-12,1.6,はい
134,2022-03-19,1.7,いいえ
953,2022-07-22,1.6,いいえ
283,2022-05-29,1.0,はい
162,2022-05-18,1.7,いいえ
470,2022-04-07,1.5,いいえ
17,2022-03-14,1.1,はい
835,2022-04-23,0.6,はい
514,2022-02-01,1.8,はい
897,2022-01-29,1.3,はい
585,2022-08-17,1.9,はい
233,2022-01-19,0.9,はい
611,2022-08-25,0.6,はい
304,2022-09-01,1.4,はい
891,2022-07-09,1.0,はい
246,2022-04-06,0.5,はい
933,2022-05-23,1.7,いいえ
466,2022-07-26,1.0,いいえ
877,2022-07-24,0.9,いいえ
662,2022-05-23,1.8,はい
897,2022-10-31,1.5,いいえ
492,2022-01-07,0.9,はい
583,2022-07-28,1.1,はい
870,2022-02-06,0.7,はい
264,2022-05-14,0.8,いいえ
314,2022-11-22,1.7,はい
856,2022-05-04,1.8,いいえ
139,2022-09-21,1.3,いいえ
773,2022-02-12,0.6,いいえ
738,2022-04-04,1.3,はい
962,2022-09-20,1.6,いいえ
749,2022-05-15,1.4,いいえ
314,2022-02-26,1.8,はい
944,2022-08-16,1.3,いいえ
138,2022-03-28,1.6,いいえ
509,2022-10-16,0.8,はい
119,2022-08-12,1.4,いいえ
432,2022-05-26,1.6,いいえ
834,2022-09-21,1.2,はい
879,2022-10-16,1.1,いいえ
547,2022-03-18,1.6,いいえ
483,2022-07-14,1.4,はい
256,2022-05-21,1.6,いいえ
932,2022-09-09,1.3,いいえ
978,2022-01-15,1.0,はい
631,2022-07-08,1.1,はい
634,2022-11-28,1.0,はい
811,2022-07-26,0.7,はい
691,2022-08-23,1.7,はい
271,2022-04-24,1.6,はい
691,2022-05-18,1.7,いいえ
143,2022-06-08,1.6,はい
795,2022-06-08,0.9,いいえ
476,2022-12-07,1.5,いいえ
969,2022-09-01,0.9,はい
685,2022-08-04,1.9,はい
442,2022-07-15,1.3,はい
766,2022-09-02,1.3,いいえ
366,2022-08-22,0.5,いいえ
343,2022-06-26,0.6,はい
219,2022-01-17,1.3,はい
770,2022-10-11,1.1,いいえ
158,2022-03-14,1.8,はい
103,2022-05-28,1.6,いいえ
423,2022-08-25,1.3,いいえ
964,2022-03-23,1.3,いいえ
884,2022-03-19,0.5,はい
209,2022-12-25,1.0,いいえ
517,2022-05-17,0.8,いいえ
82,2022-11-14,1.9,はい
202,2022-03-13,1.1,いいえ
195,2022-02-16,1.0,はい
24,2022-10-04,1.0,はい
405,2022-04-06,1.3,はい
451,2022-11-10,1.6,いいえ
274,2022-07-25,1.9,はい
880,2022-12-05,0.9,いいえ
121,2022-03-20,1.2,はい
367,2022-10-17,1.6,はい
588,2022-12-29,1.6,はい
220,2022-07-29,1.7,はい
495,2022-05-22,0.6,はい
961,2022-09-29,1.5,はい
994,2022-05-05,1.1,いいえ
82,2022-11-30,1.1,はい
519,2022-02-04,1.6,いいえ
928,2022-11-28,0.9,いいえ
316,2022-07-07,1.3,いいえ
970,2022-08-28,0.5,いいえ
754,2022-06-11,1.5,いいえ
801,2022-03-05,1.8,はい
939,2022-05-17,1.8,いいえ
24,2022-08-08,1.6,はい
944,2022-10-23,1.6,はい
28,2022-09-22,1.1,いいえ
249,2022-05-22,1.8,いいえ
938,2022-08-06,0.6,いいえ
244,2022-07-12,1.1,いいえ
536,2022-05-17,1.7,いいえ
61,2022-03-25,0.7,いいえ
118,2022-12-23,1.3,いいえ
587,2022-02-11,1.2,はい
257,2022-03-09,1.2,はい
461,2022-08-22,2.0,いいえ
852,2022-06-30,0.9,いいえ
12,2022-04-23,1.2,いいえ
885,2022-03-01,0.6,はい
169,2022-08-26,1.3,いいえ
320,2022-01-03,1.2,はい
591,2022-02-14,0.9,はい
778,2022-08-29,1.0,はい
592,2022-10-10,0.7,いいえ
865,2022-01-31,1.9,いいえ
270,2022-09-28,1.6,いいえ
879,2022-03-07,0.7,いいえ
553,2022-09-03,1.2,はい
960,2022-05-14,1.4,はい
796,2022-07-31,2.0,いいえ
